SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
AB-FI-009	FIAT-LANCIA		ATESLEME BOBINI FIAT TOFAŞ DOGAN, SAHIN, TEMPRA, TIPO, UNO - LANCIA		7582152 - 7746152 - 60705604	S04-014			
AB-FI-010	FIAT-RENAULT		ATESLEME BOBINI FIAT TOFAŞ SERCE, MURAT, SAHIN, DOGAN, KARTAL - RENAULT R12		4071394 - 297006020 - 7700742132				
AB-FI-011	FIAT		ATESLEME BOBINI FIAT BRAVO, MAREA, MAREA WEEKEND		46467542 - 0221504014 -	S03-001			
AB-FI-012	FIAT		ATESLEME BOBINI FIAT BRAVO I 2.0 10.95-07.98-MAREA 2.0		46403328	S03-025			
AB-FI-013	FIAT		ATESLEME BOBINI ( KALEM BOBIN ) FIAT EGEA BRAVO II 1,4, DOBLO 1,4		46777288 - 55246099 -	S03-046			
AB-FI-014	FIAT-OPEL-ALFA ROMEO		ATESLEME BOBINI ( KALEM BOBIN ) FIAT LINEA 1,4T 2008>  - OPEL COMBO 1,4 - ALFA ROMEO GI		55213613 - 55209603 -	S03-046			
AB-FI-015	FIAT		ATESLEME BOBINI ( KALEM BOBIN ) FIAT MAREA 1.8 16V		46473849 - 46473849 -	S03-075			
AB-FI-016	ALFA ROMEO - FIAT - MERCEDES - LANCIA - DACIA - RENAULT - PEUGEOT - LAND ROVER		ATESLEME BOBINI ALFA ROMEO - FIAT - MERCEDES - LANCIA - DACIA - RENAULT - PEUGEOT - LAND ROVER		510897 - 597011 - 4071394				
AB-PS-001	PEUGEOT - CITROEN		ATESLEME BOBINI CITROEN XANTIA, EVASION, XSARA - PEUGEOT 406. 306 II XU7JP41.8 16V XU10J4R 2		96292106 - 5970.73 -	S04-009			
AB-PS-002	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 206, 306 - CITROEN C2, C3, SAXO, XSARA  *** SİYAH SOKET		5970.A9 - 5970.74 -	S04-054			
AB-PS-003	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 206, 206+, 307, 308, 1007 - CITROEN BERLINGO  *** GRİ SOKET		5970.A8 - 5970.78 - 5970.79	S04-055			
AB-PS-004	PEUGEOT - CITROEN - RENAULT		ATESLEME BOBINI PEUGEOT 406, 407, 607 3.0 - CITROEN C5, C6, C8 3.0 - RENAULT LAGUNA II 3.0, RENAULT CLIO II (BB_, CB_) 3.0 V6 Sport		5970.77 - 7701479027 - 9633001580	S02-015			
AB-PS-005	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 206, 307, 308, 1007 - CITROEN C2, C3		5970.99 - 5970.80 -	S04-009			
AB-PS-006	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 106, 205, 306, PARTNER 1.4, 1.6, 1.8, BOXER 2.0 - CITROEN BERLINGO		5970.60 - 96074054 - 5970.48	S04-009			
AB-PS-007	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 206, 307, 406, 407, 607 - CITROEN		5970.76 - 5970.84 - 5970.A5	S06-002			
AB-PS-008	PEUGEOT - CITROEN - OPEL		ATEŞLEME BOBİNİ (KALEM BOBİN) PEUGEOT 2008 - 208 - 3008 II - 308 SW - 5008 II - CITROEN C3 - C4 - PICASSO - DS3 - DS4 - OPEL CROSSLAND		9675390980 - 3639845	S03-001			
AB-PS-009	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 106 II 1,6I - CITROEN SAXO 1,6		5970.56 5970.A2	S04-009			
AB-PS-010	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 206, 207, 307, 1007 - CITROEN C2, C3, C4		5970.85 - 9651710680 -	S06-003			
AB-PS-011	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 206, 307, 406, 407, 607, 806 - CITROEN C4, C5, JUMPY, XSARA		5970.75 - 5970.98 -	S04-054			
AB-PS-012	CITROEN		ATEŞLEME BOBİNİ (KALEM BOBİN) CITROEN ZX 2.0 16V, XSARA 2.0 16V		5970.55 - 96213181 -	S02-035			
AB-PS-013	PEUGEOT - CITROEN		ATESLEME BOBINI PEUGEOT 106, 205, 306, 405, 406		5970.49 - 9616597080 - 96062288	S04-009			
AB-GM-001	OPEL		ATESLEME BOBINI OPEL ASTRA G 1.4, 1.6 , VECTRA B 1.6 , CORSA C 1.4		1208307 - 133809 - 19005212	S06-015			
AB-GM-002	OPEL		ATESLEME BOBINI OPEL CORSA D ( 1.0 60 HP - 65 HP 7 PIN )		1208091 - 1208095 - 1208129	S07-011			
AB-GM-003	OPEL		ATESLEME BOBINI OPEL ASTRA J, INSIGNIA 1,6 - 1,6 TURBO		1208086 - 55561655 -	S07-011			
AB-GM-004	OPEL		ATESLEME BOBINI OPEL ASTRA G, CORSA B, CORSA C		1208012 - 90560110 - 90543253	S06-001			
AB-GM-005	OPEL		ATESLEME BOBINI OPEL OMEGA B, VECTRA B		1208007 - 0221503010 - 90511450	S04-009			
AB-GM-006	OPEL		ATESLEME BOBINI OPEL OMEGA B 94--		1208075	S04-001			
AB-GM-007	OPEL		ATESLEME BOBINI OPEL VECTRA A, ASTRA F		1208002 90510387 1208048 HLB.1102				
AB-GM-008	OPEL		ATESLEME BOBINI OPEL ASTRA G, ASTRA H, AGILA, CORSA C, MERIVA, SIGNUM, TIGRA, VECTRA B, VECTRA C, ZAFIRA		1208008 - 90536194 -	S06-001			
AB-GM-009	OPEL		ATESLEME BOBINI OPEL ASTRA F 1.4, 1.6, 1.8		1208003 - 1208054 - 1208070				
AB-GM-010	OPEL		ATESLEME BOBINI OPEL ASTRA G 1.4, ASTRA H 1.2 - ASTRA H 1.4, COMBO, CORSA C, CORSA D 1.2, CORSA D 1.4		1208020 - 93177212 -	S06-001			
AB-GM-011	OPEL - FIAT		ATESLEME BOBINI OPEL ASTRA F, VECTRA B, CORSA B 1.4 - 1.6 - FIAT TEMPRA / TIPO MPI		1208063 - 10457075 - 1103872	S04-009			
AB-GM-012	OPEL		ATESLEME BOBINI OPEL ASTRA F - VECTRA A - VECTRA B		1208065 - 90449572 - 90443900	S03-025			
AB-GM-013	OPEL		ATESLEME BOBINI OPEL ASTRA H 1.6, 1.6 TURBO - CORSA D 1.6		1208021 - 10458316 -	S06-001			
AB-GM-014	OPEL		ATESLEME BOBINI OPEL ASTRA F, ASTRA G, VECTRA A, VECTRA B 2.0 16V		1208071 - 90458250 -	S04-009			
AB-GM-015	OPEL		ATESLEME BOBINI OPEL CORSA C, CORSA D		1208028 - 93180806	S06-001			
AB-GM-016	OPEL		ATESLEME BOBINI OPEL CORSA B, CORSA C		1208306 - 90532618 - 90543059	S06-001			
AB-GM-017	OPEL - CHEVROLET		ATESLEME BOBINI OPEL ASTRA J, CORSA 1.2, INSIGNIA 1.4, MERIVA, ZAFIRA - CHEVROLET CRUZE		1208096 - 1208093 -	S07-011			
AB-GM-018	OPEL - CHEVROLET		ATEŞLEME BOBİNİ OPEL ASTRA J, MOKKA 1.6 2011> - CHEVROLET AVEO, CRUZE 1.6		1208098 - 55584404 -	S07-011			
AB-GM-019	CHEVROLET		ATESLEME BOBINI CHEVROLET AVEO 1.4, CRUZE 1.6, 1.8		96476979 - 25186686 - 55570160	S07-011			
AB-GM-020	CHEVROLET		ATESLEME BOBINI CHEVROLET AVEO 05-08, KALOS 1.4 2005> 3 FIS		25182496 - 96253555	S03-032			
AB-GM-021	CHEVROLET		ATESLEME BOBINI CHEVROLET LACETTI, KALOS, AVEO		96453420	S02-203	S02-205		
AB-GM-022	DAEWOO-CHEVROLET		ATESLEME BOBINI 4 FIS CHEVROLET - DAEWOO		1208051 - 96350585 -	S04-018			
AB-VA-001	VOLKSWAGEN-SEAT		ATESLEME BOBINI VW POLO CLASSIC, GOLF II, GOLF III, TRANSPORTER T4, CADDY II - SEAT ***GERMANY		6N0905104	S03-025			
AB-VA-002	VOLKSWAGEN		ATESLEME BOBINI ( KALEM BOBINI ) VW GOLF IV, BORA 1.6 16V BCB, GOLF V, POLO 1.4 16V		036905100A - 036905715 - 036905715G	S04-022			
AB-VA-003	SKODA-VOLKSWAGEN		ATESLEME BOBINI SKODA FABIA, OCTAVIA - VW LUPO   *** OVAL SOKET		047905104A - 047905104B - D (OVAL) SOKET	S04-022			
AB-VA-004	VOLKSWAGEN-SKODA-SEAT-AUDI		ATESLEME BOBINI VW GOLF IV, BORA, PASSAT, POLO CLASSIC - SKODA - SEAT - AUDI		032905106 - 032905106F - 032905106B	S04-022			
AB-VA-005	SKODA		ATESLEME BOBINI SKODA FELICIA    *** KARE SOKET		047905104KARE SOKET	S04-009			
AB-VA-006	VOLKSWAGEN-AUDI-SEAT-SKODA		ATESLEME BOBINI ( KALEM BOBIN ) VW PASSAT, GOLF, POLO, BORA - AUDI A3, A4, A6, TT - SEAT EXEO, LEON, IBIZA - SKODA OCTAVIA, SUPERB		06A905115A - 06A905115B - 06B905115G	S04-022			
AB-VA-007	VOLKSWAGEN-AUDI		ATESLEME BOBINI ( KALEM BOBIN ) VW GOLF VII, CADDY IV, TIGUAN 2012> - AUDI A1, A3 2012>		04E905110A - 04E95110B - 04C905110B	S04-024			
AB-VA-008	VOLKSWAGEN		ATESLEME BOBINI ( KALEM BOBIN ) VW GOLF VII, BEETLE, JETTA IV, SCIROCCO, TIGUAN 1.8 - 2.0		06H905110D - 06H905110E -	S04-024			
AB-VA-009	VOLKSWAGEN-AUDI		ATESLEME BOBINI VW PASSAT 1.8 - AUDI A4, A6 1.8 1997-2000 ADR / APU / APT / ARG		058905101A - 058905105A -				
AB-VA-010	VOLKSWAGEN AUDI		ATESLEME BOBINI VW PASSAT 1.8 - AUDI A4, A6 1.8		058905101A - 058905105A -				22.05.2025
AB-VA-011	VOLKSWAGEN-AUDI		ATESLEME BOBINI ( KALEM BOBIN ) VW BORA, PASSAT, GOLF IV 1.8 T 00_05  - AUDI A3, A4		058905101 - 058905105 -	S03-027			
AB-VA-012	SKODA-VOLKSWAGEN		ATESLEME BOBINI SKODA OCTAVIA - VW BORA, GOLF IV - 2,0		06A905097A - 06A905104 -	S06-046			
AB-VA-013	VOLKSWAGEN-SKODA-SEAT		ATESLEME BOBINI VW POLO 1.2 02-07 - SKODA FABIA 1.2 - SEAT IBIZA 1.2		03D905115F - 03D905715A -	S04-022			
AB-VA-014	VOLKSWAGEN-AUDI		ATESLEME BOBINI VW GOLF 04-14, PASSAT 06-14 - AUDI A3 04-13, A4 05-16 BLR-BLY-CCZB-C		07K905715 - 07K905715F - 07K905715C - 07K905715D - 9.6326	S04-022			
AB-VA-015	AUDI-SKODA-VOLKSWAGEN-SEAT		ATESLEME BOBINI AUDI A3, A6, A8, TT - SKODA OCTAVIA I - VW PASSAT 1,8 FSI 1,8T 20V - SEAT CORDOBA, IBIZA, LEON, TOLEDO		06B905115E - 06A905115 - 06B905115B	S04-022			
AB-VA-016	VOLKSWAGEN-AUDI-PORSCHE		ATESLEME BOBINI VW TOUAREG 02-10 - AUDI A4 03-04, A5, A6, A7, A8, Q5, Q7, R8 - PORSCHE CAYENNE, PANAMERA		06E905115 - 06E905115L - 06C905115M	S04-022			
AB-VA-017	VOLKSWAGEN-SEAT-FORD		ATESLEME BOBINI VW BORA, GOLF IV, BEETLE, SHARAN - SEAT LEON, TOLEDO - FORD GALAXY		022905100A - 022905100AC - 022905100D	S04-022			
AB-VA-018	VOLKSWAGEN		ATESLEME BOBINI VW TOUAREG, PHAETON 4.2 V8		077905115R - 077905115G - 077905115J	S04-022			
AB-VA-019	AUDI		ATESLEME BOBINI AUDI A4 II, A4 III, A6 III, A8 II ( BBK, BAT, BHF, BFL, BFM )		077905115B - 077905115C - 077905115E - 9.6333	S04-022			
AB-VA-020	AUDI-PORSCHE-SEAT-VOLKSWAGEN		ATESLEME BOBINI AUDI A3, TT - PORSCHE CAYENNE - SEAT LEON - VW PASSAT, GOLF, EOS, TOUAREG, TRANSPORTER T5, MULTIVAN		022905715B - 022905100P - 022905715B	S04-022			
AB-VA-021	AUDI		ATESLEME BOBINI AUDI A4, A6, A8		06C905115L - 06C905115A - 06C905115B - 9.6336	S04-022			
AB-VA-022	VOLKSWAGEN		ATESLEME BOBINI VW GOLF 7 PASSAT 1.5 TSI		05E905110	S04-024			20.04.2025
AB-LU-001	LAND ROVER		ATESLEME BOBINI LAND ROVER FREELANDER I ( L314 ) - ROVER 75		NEC000070L - NEC000070 - NEC00110 - NEC000110L	S03-046			
AB-LU-002	BMW		ATESLEME BOBINI ( KALEM BOBIN ) BMW M54, N42, N45, N46		12131712219 - 12137551260 - 1231712223	S03-052			
AB-LU-003	BMW		ATESLEME BOBINI ( KALEM BOBIN ) BMW 1 ( E81, E82, E87, E88 ) 2003> BMW 3 ( E90, E91, E92, E93 ), BMW 5 ( E60, E61, F10, F11, F18 ), BMW 6, 7 ( E63, E64, E65, E66, E67, E68 ) BMW X1, X3 ( E84, E83, F2 )		12137523345 - 12137594936 -	S03-052			
AB-LU-004	BMW-LAND ROVER		ATESLEME BOBINI BMW 3, 5, 7 SERISI E36, E46, E34, E39, E60, E61, E38, E65, E66, E67, E68 - LAND ROVER FREELANDER		12131404309 - 12131703227 -	S03-027			
AB-LU-005	BMW-CITROEN-PEUGEOT-MINI-OPEL		ATESLEME BOBINI ( KALEM BOBIN ) BMW 1 - 3 - 5 - 7 - X SERISI - CITROEN BERLINGO, C3, C4, C5, DS3, DS4 - PEUGEOT 207, 308, 3008, 508, 5008, PARTNER, RCZ - MINI COOPER S, CLUBMAN, COUNTRYMAN - OPEL GRANDLAND		12137551049 - 12137548553 -	S03-052			
AB-LU-006	LAND ROVER		ATESLEME BOBINI ( KALEM BOBIN ) LAND ROVER FREELANDER (L314) (00-06) - MG - ROVER		NEC000120 - NEC000120L - NEC100730 - 45033120	S02-120			
AB-LU-007	MINI		ATESLEME BOBINI MINI COOPER R50, R52, R53, R56, 2004-2003 - JEEP CHEROKEE, WRANGLER - MITSUBISHI ECLIPSE 3PIN		12137510738				
AB-LU-008	BMW		ATESLEME BOBINI BMW E36, E46, E34		12131247281				
AB-LU-009	BMW-CITROEN		ATESLEME BOBINI ( KALEM BOBIN ) BMW 1, 3 SERISI - PEUGEOT & CITROEN 1.6 16V		12137550012 - 12137575010 - 5970.64 - 45009010	S03-052			
AB-LU-010	LAND ROVER		ATESLEME BOBINI LAND ROVER FREELANDER - ROVER - MG		NEC100630				
AB-LU-011	MERCEDES		ATESLEME BOBINI ( KALEM BOBIN ) MERCEDES C SERI 2007-2014, E SERI 2002-2008		A0001501580 - 0001501580 - A0001502980 - 45008580	S03-041			
AB-LU-012	MERCEDES-VOLKSWAGEN-DAEWOO		ATESLEME BOBINI MERCEDES C, CLK, E, SPRINTER - VW LT II 28-35, 28-46 - DAEWOO KORANDO		A0001587003 - 0001587103 - 0001587503 - A0001587103 - 0221506002 - 9.6216				
AB-LU-013	MERCEDES		ATESLEME BOBINI MERCEDES A SERISI W169 - B SERISI W245 - C SERISI W203		A0001587803 - 0001587803	S03-001			
AB-LU-014	MERCEDES		ATESLEME BOBINI MERCEDES C SERI W203, W211, S211, SPRINTER		A0001502580 0986221066 0001502580 45008258	S03-041			
AB-LU-015	MERCEDES		ATEŞLEME BOBİNİ MERCEDES-BENZ W204-W205-S204-S205-CLA		A2749060600 - A2749061400				
AB-FO-001	FORD		ATESLEME BOBINI FORD FIESTA , FOCUS I, FOCUS II ( VALEO TIP )		1S7G-12029-AB - 988F-12029-AC -	S03-031			
AB-FO-002	FORD-MAZDA-VOLVO		ATESLEME BOBINI FORD FOCUS I, II, III 1.4 - 1.6, FIESTA, KA, MONDEO, C-MAX I, II, III 1.6 FUSION 1.3 - MAZDA 2 - VOLVO C30, S40		4S7G-12029-AA - CM5G-12029-FA - 45002001	S03-069			
AB-FO-003	FORD		ATESLEME BOBINI ( KALEM BOBIN ) FORD C-MAX I, FOCUS II, GALAXY II, MAVERCIK, MONDEO II		4M5G-12A366-BB - 4M5G-12A366-BA - 4M5G-12A366-BC	S02-228			
AB-FO-004	FORD-MAZDA		ATESLEME BOBINI FORD ESCORT IV, FIESTA III, ORION II, SIERRA, MAZDA 121, 626 1.8		88SF-12029-AA - 88SF-12029-A1A -	S03-031			
AB-FO-005	FORD-JAGUAR-VOLVO		ATESLEME BOBINI ( KALEM BOBIN ) FORD FOCUS III 2,0 T - JAGUAR XE, XFXJ, VOLVO S60,S8		CM5E-12A366-BB - CM5E-12A366-BC - CM5E-12A366-CA	S03-093			
AB-FO-006	FORD-VOLVO		ATESLEME BOBINI FORD FOCUS III 1.6 2012> - VOLVO C30 1.6, S40, V50		4M5G-12029-ZA - 4M5G-12029-ZB - 45002024	S03-069			
AB-FO-007	FORD		ATESLEME BOBINI FORD FIESTA IV, ESCORT VII ( BOSCH TIP )		988F-12024-AB	S03-031			
AB-JA-001	HONDA		ATESLEME BOBINI HONDA ACCORD IV - V 2.0, 2.2  90-98  CIVIC IV, V - CR-V V1 - CR-X III & ROVER 600 ***DİSTRİBÜTÖR İÇİ		30510-P73-A01 - 30510-PT2-006 -				
AB-JA-002	HONDA		ATESLEME BOBINI ( ÖN BOBIN ) HONDA JAZZ, CITY 02-08		30520-PWA-S01 - 30520-PWA-003 -	S03-109			
AB-JA-003	HONDA		ATESLEME BOBINI ( KALEM BOBIN ) HONDA CIVIC VII 1.4, 1.6 - 2001-2006		30520-P8E-A01 30520-PGK-A01 30520-P8F-A02	S03-044			
AB-JA-004	HONDA		ATESLEME BOBINI (KALEM BOBIN) HONDA ACCORD VIII 2.0 2008--> & CIVIC VIII 1.6, 1.8 2005--> & CR-V 2006--> & FR-V 2005-->		30520-RNA-A01 - 099700-101 -	S03-108			
AB-JA-005	HONDA		ATESLEME BOBINI ( KALEM BOBIN ) HONDA JAZZ , CITY 2008>		30520-PWC-003 - 30520-PWC-S01 -	S03-109			
AB-JA-006	HONDA		ATESLEME BOBINI ( ARKA BOBIN ) HONDA JAZZ, CITY 02-08		30521-PWA-S01 - 30521-PWA-003 - 30521-PWA-013	S03-109			
AB-JA-007	HONDA		ATESLEME BOBINI HONDA ACCORD 2,2L - 2,3L  ***DİSTRİBÜTÖR İÇİ		30500-P0H-A01 - 30500-PDA-E01				
AB-JA-008	HONDA		ATESLEME BOBINI ( KALEM BOBIN ) HONDA ACCORD, CR-V		30520-PNC-004 - 30520-RWC-A01 - 30520-PNA-007	S03-044			
AB-JA-009	HONDA		ATESLEME BOBINI ( KALEM BOBIN ) HONDA ACCORD VI, CIVIC VII		30520-P8E-A01 - 30520-PGK-A01 - 30520-PVJ-A01	S03-044			
AB-JA-010	HONDA		ATESLEME BOBINI HONDA CIVIC 1996--  ***DİSTRİBÜTÖR İÇİ		30500-P2A-J01 - 30500-PZA-J01				
AB-JA-011	HONDA		ATESLEME BOBINI (KALEM BOBİN) HONDA CIVIC III, CIVIC IX, CR-V		30520-R1A-A01	S03-108			
AB-JA-012	HONDA		ATESLEME BOBINI (KALEM BOBIN) HONDA CIVIC X 1.0, 1.5, 2.0 VTEC FC5		30520-59B-013 - 30520-59B-003 -	S03-109			
AB-JA-013	NISSAN-TOYOTA		ATESLEME BOBINI NISSAN PRIMERA P11 - LEXUS CT, NX - TOYOTA		22433-F4302 - CM1T-227 - 22448-0M300				
AB-JA-014	NISSAN		ATESLEME BOBINI NISSAN PATHFINDER 3.3 V6		22433-4M000 - CM1T-230 -				
AB-JA-015	NISSAN		ATESLEME BOBINI ( KALEM BOBIN ) NISSAN QASHQAI 1.6, 2.0, MICRA 1.6 16V, NOTE 1.6		22448-ED800 - 22448-ED800EP - 7701065086	S03-075			
AB-JA-016	NISSAN		ATESLEME BOBINI ( KALEM BOBIN ) NISSAN PRIMERA P11		22448-4M500 - 22448-4M500A -	S03-075			
AB-JA-017	NISSAN		ATESLEME BOBINI NISSAN BLUEBIRD, MAXIMA, MICRA, NAVARA, PRIMERA, TERRANO, PATROL		22433-56E11 - 22433-55S10 -				
AB-JA-018	NISSAN		ATESLEME BOBINI ( KALEM BOBIN ) NISSAN NOTE, JUKE, QASHQAI 1.6 - 2.0		22448-JA10A - 22448-JA10C - 2248-JA00C	S03-075			
AB-JA-019	NISSAN		ATESLEME BOBINI ( KALEM BOBIN ) NISSAN MICRA III ( K12 ) , NOTE 1.0, 1.2, 1.4 16V		22448-AX001 - 22448-AX000 -	S03-075			
AB-JA-020	NISSAN		ATESLEME BOBINI ( KALEM BOBIN ) NISSAN QASHQAI 1.6 02.07-12.13 X-TRIAL, MICRA K13,IN		22448-1KT0A - 22448-JA00C	S03-075			
AB-JA-021	NISSAN		ATESLEME BOBINI NISSAN ALMERA PRIMERA 2002--		22448-6N000 - 22448-6N002 - 22448-6N015	S03-075			
AB-JA-022	NISSAN		ATESLEME BOBINI NISSAN PRIMERA, MICRA K11		CM1T-216A				
AB-TO-001	TOYOTA		ATESLEME BOBINI ( KALEM BOBIN ) TOYOTA YARIS 1.0, 1.3, 1.5 1SZFE - 1NZFE 03-05		90080-19021	S04-028			
AB-TO-002	TOYOTA		ATESLEME BOBINI TOYOTA AVENSIS 2,0 VVT-I, RAV 4 III		90919-02243	S04-028			
AB-TO-003	TOYOTA		ATESLEME BOBINI TOYOTA COROLLA 1.6 AE 100/101 92-00		90919-02164 - 90919-02163 -				
AB-TO-004	TOYOTA		ATESLEME BOBINI TOYOTA COROLLA 1.6 AE 92, CORONA, CARINA AT 171		90919-02135 - 90919-02136 - 90919-02139				
AB-TO-005	TOYOTA		ATESLEME BOBINI ( KALEM BOBIN ) TOYOTA COROLLA 1.4 16V		90080-19017	S03-001			
AB-TO-006	TOYOTA		ATESLEME BOBINI TOYOTA COROLLA 1.6 WWT - AVENSIS 1.6 WWT - I, 1.8 WWT - I 00-08 YARIS 1		90080-19019 - 90080-19015 - 90919-02239	S04-028			
AB-TO-007	TOYOTA		ATESLEME BOBINI ( KALEM BOBIN ) TOYOTA COROLLA 1.6 2008>, AURIS, AVENSIS		90919-02252 - 90919-C2003 - 90919-02258	S04-028			
AB-TO-008	TOYOTA		ATEŞLEME BOBİNİ TOYOTA AVENSIS, LAND CRUISER		45010247 90919-02247 - 90919-02248 - 90919-A2001	S04-028			
AB-TO-009	TOYOTA		ATESLEME BOBINI TOYOTA COROLLA		90919-02253	S04-028			
AB-TO-010	TOYOTA		ATESLEME BOBINI TOYOTA COROLLA 1.8, CELICA 1.8		90919-02238	S04-028			
AB-TO-011	TOYOTA		ATESLEME BOBINI TOYOTA AVENSIS ( 97-00 ), COROLLA VII, COROLLA VIII, RAV 4 ( 94-00 )		90919-02220 - 90919-02218 - 90919-02217	S04-027			
AB-KO-001	HYUNDAI		ATESLEME BOBINI HYUNDAI SONATA 99> 2000 CC		27301-37100 - 27301-37105 -				
AB-KO-002	HYUNDAI-CHEVROLET-DAEWOO		ATESLEME BOBINI HYUNDAI ACCENT ( LC, MC, X3 ) - CHEVROLET LACETTI, NUBIRA, OPTRA - DAEWOO		27301-22600 - 23701-22610 -	S02-203	S02-205		
AB-KO-003	HYUNDAI		ATESLEME BOBINI HYUNDAI ACCENT, ATOS, GETZ		27301-02630 - 27301-02600 -	S03-067			
