SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
KS-RE-034	RENAULT	kilit sifre setleri	KOMPLE KONTAK + ŞİFRE SETİ RENAULT CLIO III 05-- NISSAN NV300 16-- NV400 10-- MERCEDES-BENZ CITAN 13-- ******2 AD KUMANDALI 2 BUTONLU   ***1 KONTAK + 3 ŞİFRE  4 PARÇA SET **** KUMANDALAR BOŞ ***		YALE     KOMPLE SET				29.07.2023
KS-RE-035	RENAULT	kilit sifre setleri	KOMPLE KONTAK + ŞİFRE SETİ DACIA LOGAN - DUSTER   ******2 AD KUMANDALI 2 BUTONLU  ***1 KONTAK + 3 ŞİFRE  4 PARÇA SET **** KUMANDALAR BOŞ ***		YALE     KOMPLE SET				29.07.2023
KS-RE-036	RENAULT	kilit sifre setleri	KAPI KİLİT ŞİFRE TAKIMI 2 Lİ   DACIA RENAULT ****KUMANDALAR BUTONLU & BOŞ						16.11.2021
KS-RE-037	RENAULT	kilit sifre setleri	KAPI KİLİT ŞİFRE TAKIMI ÖN  2 Lİ SET RENAULT CLIO I - II & MEGANE I & SCENIC I						11.06.2022
KS-RE-038	RENAULT	kilit sifre setleri	KAPI KİLİT ŞİFRE TAKIMI ÖN  2 Lİ SET RENAULT CLIO I - II						29.07.2023
KS-RE-039	RENAULT	kilit sifre setleri	KAPI KİLİT ŞİFRE TAKIMI  2 Lİ TK RENAULT R12 - TOROS						07.04.2022
KS-RE-040	RENAULT	kilit sifre setleri	KAPI KİLİT ŞİFRE TEKLİ R9-R11						09.04.2022
KS-RE-041	RENAULT	kilit sifre setleri	KAPI KİLİT ŞİFRE TAKIMI 3 LÜ SET RENAULT R19 ( 2 ÖN KAPI + 1 BAGAJ KİLİDİ )						04.03.2023
KS-RE-042	RENAULT	kilit sifre setleri	ÖN KAPI KİLİT ŞİFRE TAKIMI RENAULT MASTER II 1998-->						16.11.2021
KS-RE-043	RENAULT	kilit sifre setleri	KAPI ŞİFRE TAKIMI DACIA LOGAN SANDERO ("SİFRE SET 2 ÖN KAPI + 1 DEPO KAPAK / YALE) *** KUMANDALI ANAHTAR						23.04.2022
KS-RE-044	RENAULT	kilit sifre setleri	KAPI ŞİFRESİ SOL RENAULT LOGAN RENAULT CLIOⅠ RENAULT EXPRESS RENAULT R21 RENAULT SUPER 5		SOL KAPI				05.06.2024
KS-RE-045	RENAULT	kilit sifre setleri	KAPI ŞİFRE TAKIMI DACIA LOGAN (KAPI FİŞEĞİ + BAGAJ KAPAK  4'LÜ) *** DÜZ ANAHTAR						11.06.2022
KS-RE-046	RENAULT	kilit sifre setleri	KONTAK ANAHTAR RENAULT MASTER - TRAFIC & OPEL VIVARO - MOVANO   ****TERMİK BOYU 24 CM						09.11.2024
KS-RE-047	RENAULT	kilit sifre setleri	KONTAK ANAHTAR SETİ  RENAULT MASTER - TRAFIC & OPEL VIVARO - MOVANO   *** KAPI KİLİDİ ŞİFRE SET  + DEPO KAPAK  ****TERMİK BOYU 16 CM		SET				25.04.2024
KS-RE-048	RENAULT	kontak antenleri	KONTAK ANTENİ / ANAHTAR KOD ÇÖZÜCÜ DACİA DUSTER - LOGAN - SANDERO - LODGY		İNCE FİŞLİ - SİYAH SOKET				16.11.2021
KS-RE-049	RENAULT	kontak antenleri	KONTAK ANTENİ / ANAHTAR KOD ÇÖZÜCÜ RENAULT KANGOO - MEGANE - CLIO - MASTER		KALIN FİŞLİ - GRİ SOKET				16.11.2021
KS-RE-050	RENAULT	kontak antenleri	KONTAK ANTENİ / ANAHTAR KOD ÇÖZÜCÜ CLIO III-KANGOO - SYMBOL & LODGY-DOKKER-DUSTER						16.11.2021
KS-RE-051	RENAULT	kontak antenleri	KONTAK ANTENİ / ANAHTAR KOD ÇÖZÜCÜ RENAULT FLUENCE - MEGANE III & DACİA  SANDERO						23.01.2024
KS-RE-052	RENAULT	kontak antenleri	KONTAK ANTENİ / ANAHTAR KOD ÇÖZÜCÜ RENAULT CLIO III - MODUS 2016-->						19.10.2023
KS-RE-053	RENAULT	kontak antenleri	KONTAK ANTENİ RENAULT MASTER III SYMBOL						06.05.2025
KS-RE-054	RENAULT	termikler terminaller	KONTAK TERMİĞİ KABLOLU RENAULT R12 TOROS ***TERMİK BOYU 20 CM.						16.11.2021
KS-RE-055	RENAULT	termikler terminaller	KONTAK TERMİĞİ KABLOLU R19-CLIO ÇİFT SOKET  ****TERMİK BOYU 30 CM						16.11.2021
KS-RE-056	RENAULT	termikler terminaller	KONTAK TERMİĞİ LOGAN-SANDERO-CLIO II KANGOO II TRAFFIC II MASTER II MEGANE SCENIC  TEK SOKET		KABLOLU - Y - MODEL				14.09.2022
KS-RE-057	RENAULT	termikler terminaller	KONTAK TERMİĞİ LOGAN-SANDERO-CLIO II KANGOO II TRAFFIC II MASTER II MEGANE SCENIC TEK SOKET		KABLOLU - I - MODEL				29.07.2023
KS-RE-058	RENAULT	termikler terminaller	KONTAK TERMİĞİ KABLOLU RENAULT CLIO I - II / MASTER II / TWİNGO						16.11.2021
KS-RE-059	RENAULT	termikler terminaller	KONTAK TERMİĞİ KABLOLU RENAULT KANGOO I / II						05.06.2024
KS-RE-060	RENAULT	termikler terminaller	KONTAK TERMİĞİ CLIO III KANGOO III MASTER TRAFFIC III  & LOGAN SANDERO DUSTER LODGY DOKKER		-- Y -- TİPİ				14.09.2022
KS-RE-061	RENAULT	termikler terminaller	KONTAK TERMİĞİ CLIO III KANGOO III MASTER TRAFFIC III   & LOGAN SANDERO DUSTER LODGY DOKKER		-- I -- TİPİ				29.07.2023
KS-RE-062	RENAULT	termikler terminaller	KONTAK TERMİĞİ CLIO III KANGOO III MASTER TRAFFIC III  & LOGAN SANDERO DUSTER LODGY DOKKER		-- H -- TİPİ				04.10.2022
KS-RE-063	RENAULT	bagaj kilitleri	BAGAJ KİLİDİ ANAHTARLI LOGAN-SANDERO-DUSTER -SYMBOL JOY 2009---  ***YALE						16.11.2021
KS-RE-064	RENAULT	bagaj kilitleri	BAGAJ KİLİDİ + ANAHTAR CLIO II ( 1999-2015 )						16.11.2021
KS-RE-065	RENAULT	bagaj kilitleri	BAGAJ KİLİDİ RENAULT CLIO II-III - SYMBOL - MEGANE						16.11.2021
KS-RE-066	RENAULT	bagaj kilitleri	BAGAJ KİLİT MOTORU RENAULT CLIO II-III - SYMBOL - MEGANE						29.03.2023
KS-RE-067	RENAULT	bagaj kilitleri	BAGAJ KİLİT ŞİFRESİ TEK RENAULT R9  ( DIŞ )						04.03.2023
KS-RE-068	RENAULT	bagaj kilitleri	BAGAJ KİLİT ŞİFRESİ  DIŞ DACİA SANDERO - LOGAN 04-- ***YALE  1 AD BUTONSUZ KAP		YALE				16.11.2021
KS-RE-069	RENAULT	bagaj kilitleri	BAGAJ KILIDI RENAULT CLIO II - SYMBOL 2003-->						08.06.2024
KS-RE-070	RENAULT	bagaj kilitleri	DIŞ BAGAJ KİLİDİ + ANAHTAR RENAULT MEGANE I						18.12.2023
KS-RE-071	RENAULT	bagaj kilitleri	BAGAJ AÇMA KİLİDİ RENAULT CLİO II HB 1998-2006 	YENİ					15.07.2025
KS-RE-072	RENAULT	depo kapagi	YAKIT DEPO KAPAĞI *** KİLİTLİ CLIO II -CLIO SYMBOL - LAGUNA - MEGANE - SAFRANE MASTER III-IV-LOGAN I						13.04.2023
KS-RE-073	RENAULT	depo kapagi	YAKIT DEPO KAPAĞI RENAULT KANGOO 97-- (KİLİTLİ)						25.06.2022
KS-RE-074	RENAULT	depo kapagi	YAKIT DEPO KAPAĞI *** KİLİTLİ RENAULT R9 - R11						13.04.2023
KS-RE-075	RENAULT	depo kapagi	YAKIT DEPO KAPAĞI *** KİLİTLİ RENAULT R19						13.04.2023
KS-RE-076	RENAULT	depo kapagi	YAKIT DEPO KAPAĞI *** PLASTİK KİLİTLİ RENAULT R12 SW						13.04.2023
KS-RE-077	RENAULT	depo kapagi	YAKIT DEPO KAPAĞI RENAULT R12 TS						08.06.2024
KS-RE-078	RENAULT	kilit motorlari	SOL ÖN KAPI KİLİT MOTORU RENAULT R19		*** SOKETLİ / 2 İNCE FİŞLİ   ****				19.02.2025
KS-RE-079	RENAULT	kilit motorlari	KAPI KİLİT MOTORU >> ÖN SOL 5 FİŞLİ << RENAULT CLIO MEGANE R19						16.11.2021
KS-RE-080	RENAULT	kilit motorlari	KAPI KİLİT MOTORU >> SOL ÖN 5 FİŞLİ << RENAULT CLIO MEGANE KANGO R19 R21						16.11.2021
KS-RE-081	RENAULT	kilit motorlari	YAKIT DEPO DIŞ KAPAK KİLİT MOTORU RENAULT MEGANE II / CLIO III / SCENIC II / LAGUNA II						16.11.2021
KS-RE-082	RENAULT	kilit motorlari	BAGAJ AÇMA DÜĞMESİ RENAULT KADJAR						17.11.2022
KS-RE-083	RENAULT	kilit motorlari	BAGAJ KİLİDİ RENAULT CLIO IV / MEGANE III-IV /  FLUENCE		BAGAJ KİLİDİ				13.01.2023
KS-RE-084	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT MEGANE II *** ÖN SOL						05.06.2024
KS-RE-085	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT MEGANE II *** ÖN SAĞ						06.06.2024
KS-RE-086	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT MEGANE II *** ARKA SOL		4 FİŞLİ				07.06.2024
KS-RE-087	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT MEGANE II *** ARKA SOL		6 FİŞLİ				07.06.2024
KS-RE-088	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT MEGANE II *** ARKA SAĞ		4 FİŞLİ				07.06.2024
KS-RE-089	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT R19 & DACİA LOGAN		SOL ÖN  /  MOTORLU				08.08.2024
KS-RE-090	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT R19 & DACİA LOGAN		SAĞ ÖN  /  MOTORLU				08.08.2024
KS-RE-091	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT R19  & DACİA LOGAN		SOL ARKA / MOTORLU				08.08.2024
KS-RE-092	RENAULT	kilit motorlari	KAPI KİLİDİ RENAULT R19  & DACİA LOGAN		SAĞ ARKA  /  MOTORLU				08.08.2024
KS-RE-093	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA DUSTER  2010 - 2018 /  SANDERO 2008-2013						30.11.2024
KS-RE-094	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA DUSTER  2010 - 2018 /  SANDERO 2008-2013						30.11.2024
KS-RE-095	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA DUSTER  2010 - 2018 /  SANDERO 2008-2013						30.11.2024
KS-RE-096	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA DUSTER  2010 - 2018 /  SANDERO 2008-2013						30.11.2024
KS-RE-097	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA  DUSTER II 2016-->						30.11.2024
KS-RE-098	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA DUSTER II 16- *** ÖN SAĞ						30.11.2024
KS-RE-099	RENAULT	kilit motorlari	KAPI KİLİDİ DACIA DUSTER 13-18 - LOGAN 04-12 *** SOL ÖN						30.11.2024
KS-RE-100	RENAULT	kilit motorlari	BAGAJ KİLİDİ RENAULT KANGOO II/III						20.12.2024
KS-RE-101	RENAULT	kilit motorlari	BAGAJ KİLİDİ RENAULT MEGANE II SEDAN						19.02.2025
KS-RE-102	RENAULT	kilit motorlari	KAPI KILIDI RENAULT KANGOO 97> ARKA SAG SURGULU KAPI		ARKA SAG SURGULU KAPI				26.04.2025
KS-RE-103	RENAULT	kilit motorlari	KAPI KILIDI RENAULT KANGOO 97> ARKA SOL SURGULU KAPI		ARKA SOL SURGULU KAPI				26.04.2025
KS-RE-104	RENAULT	kilit motorlari	KAPI KILIDI RENAULT KANGOO 97> ÖN SAG		ÖN SAG				15.05.2025
KS-RE-105	RENAULT	kilit motorlari	KAPI KILIDI RENAULT KANGOO II > ÖN SOL	YENİ	ÖN SOL				15.05.2025
KS-RE-106	RENAULT	kilit motorlari	KAPI KILIDI RENAULT MASTER II ON SOL	YENİ	*** ÖN SOL				18.08.2025
KS-RE-107	RENAULT	kilit motorlari	KAPI KILIDI RENAULT MASTER II ON SAĞ	YENİ	*** ÖN SAĞ				26.08.2025
KS-FI-001	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ  FIAT DUCATO III /  BOXER III /  JUMPER III						05.06.2024
KS-FI-002	FIAT	komple kontaklar govdeler	KOMPLE KONTAK FIAT DUCATO III /  BOXER III /  JUMPER III						18.08.2021
KS-FI-003	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ + TERMİK FIAT DUCATO II BOXER II JUMPER II *** ANAHTARSIZ   ( TERMİK İNCE 7 FİŞLİ )		GÖVDE + TERMİK				16.11.2021
KS-FI-004	FIAT	komple kontaklar govdeler	KOMPLE KONTAK  DUCATO II BOXER II JUMPER II *** ANAHTARLI   ( TERMİK İNCE 7 FİŞLİ )						18.08.2021
KS-FI-005	FIAT	komple kontaklar govdeler	KONTAK ANAHTARI DOĞAN-KARTAL-ŞAHİN-M131	YENİ					16.11.2021
KS-FI-006	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ + TERMİK FIAT PALIO ALBEA DOBLO  ***UZUN GÖVDE   ***KALIN 7 FİŞLİ	YOLDA					16.11.2021
KS-FI-007	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ FIAT DOBLO ALBEA PALIO MAREA		GÖVDE + TERMİK	KS-FI-029			18.08.2021
KS-FI-008	FIAT	komple kontaklar govdeler	KOMPLE KONTAK + ANAHTAR FIAT DOBLO ALBEA PALIO MAREA *** ANAHTARLI						18.08.2021
KS-FI-009	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ FIAT DOBLO ALBEA PALIO MAREA						13.04.2023
KS-FI-010	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ + ANAHTAR  FIAT DOBLO ALBEA PALIO MAREA  ***ANAHTARLI						18.08.2021
KS-FI-011	FIAT	komple kontaklar govdeler	KOMPLE KONTAK FIAT DOBLO III ( 10> ) & FİORİNO & GRAND PUNTO		KOMPLE / GÖBEK+GÖVDE+TERMİK				18.03.2022
KS-FI-012	FIAT	komple kontaklar govdeler	KONTAK GÖVDESİ + TERMİK FİAT TEMPRA - TIPO						16.11.2021
KS-FI-013	FIAT	komple kontaklar govdeler	KOMPLE KONTAK GÖVDE+ANAHTAR+TERMİK FİAT TEMPRA - TIPO	YENİ					16.11.2021
KS-FI-014	FIAT	komple kontaklar govdeler	KOMPLE KONTAK FIAT UNO						16.11.2021
KS-FI-015	FIAT	komple kontaklar govdeler	KONTAK ANAHTARI IVECO DAILY II 90-00 ****TERMİK BOYU 36 CM						16.11.2021
KS-FI-016	FIAT	komple kontaklar govdeler	KONTAK ANAHTARI IVECO DAILY MK4 2006-2012 ****TERMİK BOYU 36 CM						03.12.2022
KS-FI-017	FIAT	komple kontaklar govdeler	KONTAK ANAHTARI IVECO EUROCARGO-EUROTECH-EUROTRAKKER-EUROSTAR **** TERMİK BOYU 35 CM						31.07.2023
KS-FI-018	FIAT	komple kontaklar govdeler	KOMPLE KONTAK IVECO DAILY 1999-2006		GRİ SOKET				19.02.2024
KS-FI-019	FIAT	komple kontaklar govdeler	KONTAK ANAHTARI IVECO STRALIS AD 190S27 , AT 1920S27 , 200KW 272CV 03-07						12.06.2024
KS-FI-020	FIAT	kilit sifre setleri	KONTAK ŞİFRESİ (GÖBEĞİ) ***MAVİ ANAHTARLI PALİO SİENA ***YALE						31.08.2022
KS-FI-021	FIAT	kilit sifre setleri	KONTAK ŞİFRESİ (GÖBEĞİ) ***SİYAH ANAHTARLI DOBLO III FİORİNO LİNEA G. PUNTO						10.08.2022
KS-FI-022	FIAT	kilit sifre setleri	KONTAK GÖBEĞİ UNO (ŞİFRESİ) 2 Lİ SET (1 KONTAK + 1 KAPI FİŞEĞİ)						16.11.2021
KS-FI-023	FIAT	kilit sifre setleri	KONTAK GÖBEĞİ UNO (ŞİFRESİ) 4 LÜ SET  (2 KAPI + 1 BAGAJ + 1 KONTAK)						16.11.2021
KS-FI-024	FIAT	kilit sifre setleri	KAPI GÖBEĞİ (ŞİFRESİ) FIAT M131 - DKS ( 2'Lİ KAPI FİŞEĞİ )						08.04.2022
KS-FI-025	FIAT	kilit sifre setleri	BAGAJ KİLİT + KAPI ŞİFRE SETİ  FIAT  M131 - DKŞ *** 4'LÜ SET						27.03.2023
KS-FI-026	FIAT	kilit sifre setleri	BAGAJ KİLİT FİŞEĞİ FIAT UNO HB (ARKA)						11.07.2023
KS-FI-027	FIAT	kontak antenleri	KONTAK ANTENİ IMMOBILIZER FİAT PALIO ALBEA DOBLO DUCATO III  ****ORJİNAL ÜRÜN						16.11.2021
KS-FI-028	FIAT	kontak antenleri	KONTAK ANTENİ IMMOBILIZER FİAT MAREA-BRAVA-BROVA-PALIO-ALBEA-SIENA-STRADA ***ORJİNAL ÜRÜN						18.12.2023
KS-FI-029	FIAT	termikler terminaller	KONTAK TERMİĞİ PALIO MAREA DOBLO ALBEA DCT II						16.11.2021
KS-FI-030	FIAT	termikler terminaller	KONTAK TERMİĞİ JUMPER III - DUCATO III - BOXER III   ***5 İNCE FİŞLİ						31.10.2023
KS-FI-031	FIAT	termikler terminaller	KONTAK TERMİĞİ FİAT PALİO SİENA PUNTO DUCATO II BOXER II JUMPER II ( GRİ KALIN TIRNAK ) 7 İNCE FİŞ						18.08.2021
KS-FI-032	FIAT	termikler terminaller	KONTAK TERMİĞİ ( BEYAZ İNCE TIRNAK İNCE FİŞ ) FİAT DOBLO-ALBEA 7 FİŞ						31.10.2023
KS-FI-033	FIAT	termikler terminaller	KONTAK TERMİĞİ KABLOLU M131 ŞAHİN  ****TERMİK BOYU 40 CM						04.04.2022
KS-FI-034	FIAT	termikler terminaller	KONTAK TERMİĞİ FİAT UNO  & DUCATO I & BOXER I & JUMPER I ( 1997-2005 )  **** 7 KALIN FİŞLİ						17.03.2022
KS-FI-035	FIAT	termikler terminaller	KONTAK TERMİĞİ FİAT UNO  & DUCATO I & BOXER I & JUMPER I ( 1997-2005 ) *** BORDO  **** 7 KALIN FİŞLİ						12.06.2024
KS-FI-036	FIAT	termikler terminaller	KONTAK TERMİĞİ IVECO DAILY 2011-2019						30.07.2024
KS-FI-037	FIAT	depo kapagi	YAKIT DEPO KAPAĞI ***KİLİTLİ FIAT M131 - DOGAN - ŞAHIN - KARTAL - SERÇE						13.04.2023
KS-FI-038	FIAT	depo kapagi	YAKIT DEPO KAPAĞI ***KİLİTLİ FIAT UNO 70						13.04.2023
KS-FI-039	FIAT	kilit motorlari	BAGAJ AÇMA BUTONU FIAT EGEA - JEEP RENEGADE  >> 3 PİN <<						16.11.2021
KS-FI-040	FIAT	kilit motorlari	BAGAJ KİLİT MOTORU FIAT DOBLO / FIORINO						16.11.2021
KS-FI-041	FIAT	kilit motorlari	ÖN SOL KAPI KOLU FIAT TEMPRA - TIPO		*** ÖN SOL / ŞİFRELİ				14.03.2025
KS-FI-042	FIAT	kilit motorlari	ÖN SOL KAPI KOLU FIAT TEMPRA - TIPO		*** ÖN SAĞ / ŞİFRELİ				15.03.2025
KS-FI-043	FIAT	kilit motorlari	BAGAJ KİLİDİ FIAT DKS - M131 88-95 *** PLASTİK						07.08.2024
KS-FI-044	FIAT	kilit motorlari	BAGAJ KİLİDİ FIAT FIORINO / BIPPER / NEMO		*** SOL / *** ÇİFT KAPILI				19.02.2025
KS-FI-045	FIAT	kilit motorlari	ÖN SOL KAPI KOLU FIAT UNO 60 / 70 İE		*** ÖN SOL / ŞİFRELİ				15.03.2025
KS-FI-046	FIAT	kilit motorlari	ÖN SAĞ KAPI KOLU FIAT UNO 60 / 70 İE		*** ÖN SAĞ / ŞİFRELİ				15.03.2025
KS-FI-047	FIAT	kilit motorlari	KAPI KİLİDİ FIAT TEMPRA - TIPO *** SOL ÖN	YENİ	*** SOL ÖN				25.03.2025
KS-FI-048	FIAT	kilit motorlari	KAPI KİLİDİ FIAT TEMPRA - TIPO *** SAĞ ÖN	YENİ	*** SAĞ ÖN				25.03.2025
KS-FI-049	FIAT	kilit motorlari	KAPI KİLİDİ FIAT TEMPRA - TIPO *** SOL ARKA	YENİ	*** SOL ARKA				25.03.2025
KS-FI-050	FIAT	kilit motorlari	KAPI KİLİDİ FIAT TEMPRA - TIPO *** SAĞ ARKA	YENİ	*** SAĞ ARKA				25.03.2025
KS-FI-051	FIAT	kilit motorlari	BAGAJ KILIDI ORTA KAPI FIAT DUCATO - PEUGEOT BOXER - CITROEN JUMPER 97-06	YENİ	*** BAGAJ KİLİDİ				18.08.2025
KS-FI-052	FIAT	kilit motorlari	KAPI KILIDI FIAT DUCATO - PEUGEOT BOXER - CITROEN JUMPER 97-03 ON SOL	YENİ	*** ÖN SOL				18.08.2025
KS-FI-053	FIAT	kilit motorlari	KAPI KILIDI FIAT DUCATO - PEUGEOT BOXER - CITROEN JUMPER 97-03 ON SAG	YENİ	*** ÖN SAĞ				18.08.2025
